"","PID","practice","trial","run","task","stimulus_duration","iti","is_odd_ball","path","response","rt","version","no_response","acc"
"125",21859,0,125,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/cosmic-timetraveler-pYyOZ8q7AII-unsplash.jpg",0,206,4,0,1
"126",21859,0,126,1,"outdoor_scenes",400,14000,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-vmZ2DehWQ3Q-unsplash.jpg",1,12,4,0,0
"127",21859,0,127,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/anelya-okapova-V69kmOyZ3SU-unsplash.jpg",NA,NA,4,1,0
"128",21859,0,128,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg",0,382,4,0,1
"129",21859,0,129,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/i-am_nah--S4OsO0c6Ts-unsplash.jpg",0,92,4,0,1
"130",21859,0,130,1,"body_parts",400,300,1,"Stimuli/Experimental_stims/localizer/body_parts/boyd-christiansen-uVj7kewrZ-o-unsplash.jpg",1,93,4,0,1
"131",21859,0,131,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg",0,23,4,0,1
"132",21859,0,132,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/ben-hartley-RbrsejLGVZ8-unsplash.jpg",1,16,4,0,0
"133",21859,0,133,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-QyzlAZjm0r0-unsplash.jpg",1,27,4,0,0
"134",21859,0,134,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/adrien-king-XzBluXxBoyQ-unsplash.jpg",1,105,4,0,0
"135",21859,0,135,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/ignacio-campo-tC9boyqy_40-unsplash.jpg",1,83,4,0,0
"136",21859,0,136,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg",0,51,4,0,1
"137",21859,0,137,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/freestocks-qw9LFf5T790-unsplash.jpg",0,10,4,0,1
"138",21859,0,138,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/charles-etoroma-1fo0biloDOc-unsplash.jpg",0,4,4,0,1
"139",21859,0,139,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/diana-polekhina-SwWjCbIIoFE-unsplash.jpg",1,108,4,0,0
"140",21859,0,140,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/xavier-foucrier-dLZUNHsT8vo-unsplash.jpg",1,136,4,0,0
"141",21859,0,141,1,"body_parts",400,300,1,"Stimuli/Experimental_stims/localizer/body_parts/matheus-frade-eyzdb1C3JDM-unsplash.jpg",0,173,4,0,0
"142",21859,0,142,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/nihal-karkala-LlOfbQD-IJ0-unsplash.jpg",0,73,4,0,1
"143",21859,0,143,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/femme-spirit-RGYBDUHYbyM-unsplash.jpg",1,136,4,0,0
"144",21859,0,144,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/jan-romero-DL4DDQb8yjc-unsplash.jpg",1,40,4,0,0
"145",21859,0,145,1,"body_parts",400,300,0,"Stimuli/Experimental_stims/localizer/body_parts/louisa-potter-zd29nBmLuig-unsplash.jpg",0,33,4,0,1
"146",21859,0,146,1,"body_parts",400,14000,0,"Stimuli/Experimental_stims/localizer/body_parts/juja-han-Z8-6EI2tYtw-unsplash.jpg",1,3,4,0,0
"147",21859,0,147,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/wai-siew-mTFyV8oNDzU-unsplash.jpg",NA,NA,4,1,0
"148",21859,0,148,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/gabriel-garcia-marengo-ht9aLtovtSo-unsplash.jpg",0,172,4,0,1
"149",21859,0,149,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/dawid-zawila--G3rw6Y02D0-unsplash.jpg",0,155,4,0,1
"150",21859,0,150,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg",0,106,4,0,1
"151",21859,0,151,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/wil-stewart-pHANr-CpbYM-unsplash.jpg",0,32,4,0,1
"152",21859,0,152,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/john-fowler-aaIN3y2zcMQ-unsplash.jpg",1,112,4,0,0
"153",21859,0,153,1,"outdoor_scenes",400,300,1,"Stimuli/Experimental_stims/localizer/outdoor_scenes/jeremy-cai-ucYWe5mzTMU-unsplash.jpg",1,45,4,0,1
"154",21859,0,154,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/luca-bravo-VowIFDxogG4-unsplash.jpg",1,182,4,0,0
"155",21859,0,155,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/keith-hardy-UVyavSwslOg-unsplash.jpg",1,112,4,0,0
"156",21859,0,156,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/neom-THlO6Mkf5uI-unsplash.jpg",1,81,4,0,0
"157",21859,0,157,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/antoine-beauvillain-qrPqGP-SG8w-unsplash.jpg",1,95,4,0,0
"158",21859,0,158,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/alice-donovan-rouse-pZ61ZA8QgcY-unsplash.jpg",1,73,4,0,0
"159",21859,0,159,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/chris-holgersson-zshyCr6HGw0-unsplash.jpg",1,131,4,0,0
"160",21859,0,160,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/nikola-majksner-hXNGeAFOgT4-unsplash.jpg",1,140,4,0,0
"161",21859,0,161,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/kace-rodriguez-p3OzJuT_Dks-unsplash.jpg",0,84,4,0,1
"162",21859,0,162,1,"outdoor_scenes",400,300,1,"Stimuli/Experimental_stims/localizer/outdoor_scenes/fabian-quintero-UWQP2mh5YJI-unsplash.jpg",0,77,4,0,0
"163",21859,0,163,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/chang-qing-2YQoKbyGvDc-unsplash.jpg",0,195,4,0,1
"164",21859,0,164,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/sean-oulashin-KMn4VEeEPR8-unsplash.jpg",1,153,4,0,0
"165",21859,0,165,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/ales-krivec-hsX9KpLLsIE-unsplash.jpg",1,184,4,0,0
"166",21859,0,166,1,"outdoor_scenes",400,14000,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/kalen-emsley-Bkci_8qcdvQ-unsplash.jpg",1,53,4,0,0
"167",21859,0,167,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/nordwood-themes-nDd3dIkkOLo-unsplash.jpg",NA,NA,4,1,0
"168",21859,0,168,1,"objects",400,300,1,"Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-kfr_eSrR08M-unsplash.jpg",NA,NA,4,1,0
"169",21859,0,169,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/collab-media-eddtBBbaw0Y-unsplash.jpg",0,59,4,0,1
"170",21859,0,170,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/markus-spiske-ANrVtttbNss-unsplash.jpg",1,66,4,0,0
"171",21859,0,171,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/lance-reis-v0FYj9iioQg-unsplash.jpg",1,240,4,0,0
"172",21859,0,172,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/florian-klauer-mk7D-4UCfmg-unsplash.jpg",1,119,4,0,0
"173",21859,0,173,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg",1,111,4,0,0
"174",21859,0,174,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-Xxg-r574pLE-unsplash.jpg",1,25,4,0,0
"175",21859,0,175,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/petr-sidorov-3jm5TGqtULU-unsplash.jpg",0,99,4,0,1
"176",21859,0,176,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/alex-lvrs-2zDw14yCYqk-unsplash.jpg",1,41,4,0,0
"177",21859,0,177,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/muhammad-toqeer-NRJ9ipvz2iE-unsplash.jpg",1,19,4,0,0
"178",21859,0,178,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/mockup-graphics-v_a3DWpOFc0-unsplash.jpg",1,88,4,0,0
"179",21859,0,179,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/quino-al-4SNUcHPiC8c-unsplash.jpg",1,107,4,0,0
"180",21859,0,180,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/charlesdeluvio-RDjZh9dqlP4-unsplash.jpg",1,221,4,0,0
"181",21859,0,181,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-xej3GOtAQ-o-unsplash.jpg",0,59,4,0,1
"182",21859,0,182,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/saif71-com-VIKdvmGUhq8-unsplash.jpg",0,88,4,0,1
"183",21859,0,183,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/namroud-gorguis-FZWivbri0Xk-unsplash.jpg",0,58,4,0,1
"184",21859,0,184,1,"objects",400,300,1,"Stimuli/Experimental_stims/localizer/objects/florian-klauer-nptLmg6jqDo-unsplash.jpg",1,9,4,0,1
"185",21859,0,185,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-x9g65MOXsPY-unsplash.jpg",0,165,4,0,1
"186",21859,0,186,1,"objects",400,14000,0,"Stimuli/Experimental_stims/localizer/objects/dan-cristian-padure-ezoshbcxWrM-unsplash.jpg",0,24,4,0,1
"187",21859,0,187,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/sabeer-darr-Upz-tnx2v2s-unsplash.jpg",1,40,4,0,0
"188",21859,0,188,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/adam-kool-ndN00KmbJ1c-unsplash.jpg",1,53,4,0,0
"189",21859,0,189,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/jay-cai-F_laX9E8CUo-unsplash.jpg",0,269,4,0,1
"190",21859,0,190,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg",1,16,4,0,0
"191",21859,0,191,1,"outdoor_scenes",400,300,1,"Stimuli/Experimental_stims/localizer/outdoor_scenes/willian-justen-de-vasconcellos-T_Qe4QlMIvQ-unsplash.jpg",0,172,4,0,0
"192",21859,0,192,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/ricardo-gomez-angel-dTSaC-S-7fs-unsplash.jpg",0,43,4,0,1
"193",21859,0,193,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/hendrik-cornelissen--qrcOR33ErA-unsplash.jpg",1,13,4,0,0
"194",21859,0,194,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/pietro-de-grandi-T7K4aEPoGGk-unsplash.jpg",1,10,4,0,0
"195",21859,0,195,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/cayetano-gil-rguHxZmOF5U-unsplash.jpg",1,174,4,0,0
"196",21859,0,196,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/federico-beccari-kRnkqSKZODQ-unsplash.jpg",1,324,4,0,0
"197",21859,0,197,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/sebastian-unrau-v4e3JI7DDHI-unsplash.jpg",1,103,4,0,0
"198",21859,0,198,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/derek-mack-CcRZ4k3c6gA-unsplash.jpg",1,14,4,0,0
"199",21859,0,199,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/jordan-heath-4z_SYrG5mgA-unsplash.jpg",1,268,4,0,0
"200",21859,0,200,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/john-lee-oMneOBYhJxY-unsplash.jpg",1,68,4,0,0
"201",21859,0,201,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/ryan-schroeder-Gg7uKdHFb_c-unsplash.jpg",1,756,4,0,0
"202",21859,0,202,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-mBQIfKlvowM-unsplash.jpg",1,130,4,0,0
"203",21859,0,203,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg",1,49,4,0,0
"204",21859,0,204,1,"outdoor_scenes",400,300,1,"Stimuli/Experimental_stims/localizer/outdoor_scenes/daniel-roe-lpjb_UMOyx8-unsplash.jpg",1,71,4,0,1
"205",21859,0,205,1,"outdoor_scenes",400,300,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/niko-photos-tGTVxeOr_Rs-unsplash.jpg",1,93,4,0,0
"206",21859,0,206,1,"outdoor_scenes",400,14000,0,"Stimuli/Experimental_stims/localizer/outdoor_scenes/jack-millard-zjyP-UYI-ko-unsplash.jpg",1,26,4,0,0
"207",21859,0,207,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/dario-mendez-hnJ2VNZzbns-unsplash.jpg",0,394,4,0,1
"208",21859,0,208,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg",0,314,4,0,1
"209",21859,0,209,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg",0,269,4,0,1
"210",21859,0,210,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/designecologist-hvgd0ygXuQQ-unsplash.jpg",0,152,4,0,1
"211",21859,0,211,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/annie-spratt-fbAnIjhrOL4-unsplash.jpg",0,172,4,0,1
"212",21859,0,212,1,"objects",400,300,1,"Stimuli/Experimental_stims/localizer/objects/barrett-ward-0lMpQaXfOCg-unsplash.jpg",0,5,4,0,0
"213",21859,0,213,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/chris-briggs-FobzAZJGM9M-unsplash.jpg",0,46,4,0,1
"214",21859,0,214,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-HW7bfB3ERSQ-unsplash.jpg",0,133,4,0,1
"215",21859,0,215,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/ryunosuke-kikuno-viEzuL1ouDs-unsplash.jpg",0,77,4,0,1
"216",21859,0,216,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/miti-MZPdB1DU4a4-unsplash.jpg",0,14,4,0,1
"217",21859,0,217,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg",1,67,4,0,0
"218",21859,0,218,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/jonny-caspari-wsvCC6UyKjs-unsplash.jpg",1,18,4,0,0
"219",21859,0,219,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg",1,5,4,0,0
"220",21859,0,220,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/ales-krivec-ZMZHcvIVgbg-unsplash.jpg",1,208,4,0,0
"221",21859,0,221,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-BE7yaZnZX6o-unsplash.jpg",1,106,4,0,0
"222",21859,0,222,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/dario-mendez-WmF_XLF4-Rs-unsplash.jpg",1,109,4,0,0
"223",21859,0,223,1,"objects",400,300,1,"Stimuli/Experimental_stims/localizer/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg",1,12,4,0,1
"224",21859,0,224,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/yoann-siloine-_T4w3JDm6ug-unsplash.jpg",0,190,4,0,1
"225",21859,0,225,1,"objects",400,300,0,"Stimuli/Experimental_stims/localizer/objects/hipster-mum-XookgCxFw6Q-unsplash.jpg",1,79,4,0,0
"226",21859,0,226,1,"objects",400,14000,0,"Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg",1,197,4,0,0
"227",21859,0,227,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/nick-karvounis-JyO_szjGvUw-unsplash.jpg",NA,NA,4,1,0
"228",21859,0,228,1,"faces",400,300,1,"Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg",0,328,4,0,0
"229",21859,0,229,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/janaya-dasiuk-_A2LZdUqHgA-unsplash.jpg",0,20,4,0,1
"230",21859,0,230,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg",1,43,4,0,0
"231",21859,0,231,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/ihor-saveliev-3POm-bxWIN8-unsplash.jpg",0,265,4,0,1
"232",21859,0,232,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/christian-buehner-DItYlc26zVI-unsplash.jpg",0,134,4,0,1
"233",21859,0,233,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/filipe-almeida-mnEWC72eWDM-unsplash.jpg",1,26,4,0,0
"234",21859,0,234,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg",0,44,4,0,1
"235",21859,0,235,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/prince-akachi-LWkFHEGpleE-unsplash.jpg",0,45,4,0,1
"236",21859,0,236,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/linkedin-sales-solutions-pAtA8xe_iVM-unsplash.jpg",1,13,4,0,0
"237",21859,0,237,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/juan-encalada-WC7KIHo13Fc-unsplash.jpg",0,2,4,0,1
"238",21859,0,238,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg",0,148,4,0,1
"239",21859,0,239,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/ivan-dodig-R21SyyJDFgc-unsplash.jpg",0,344,4,0,1
"240",21859,0,240,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/etty-fidele-nF8eo2nX374-unsplash.jpg",0,191,4,0,1
"241",21859,0,241,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/binh-ly-k_4A59MzZTY-unsplash.jpg",0,177,4,0,1
"242",21859,0,242,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/ivana-cajina-_7LbC5J-jw4-unsplash.jpg",0,119,4,0,1
"243",21859,0,243,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/elijah-hiett-umfpFoKxIVg-unsplash.jpg",NA,NA,4,1,0
"244",21859,0,244,1,"faces",400,300,0,"Stimuli/Experimental_stims/localizer/faces/carlos-vaz-KP4bxnxAilU-unsplash.jpg",0,322,4,0,1
"245",21859,0,245,1,"faces",400,300,1,"Stimuli/Experimental_stims/localizer/faces/jimmy-fermin-bqe0J0b26RQ-unsplash.jpg",0,55,4,0,0
"246",21859,0,246,1,"faces",400,14000,0,"Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-Py8F6-hRn5o-unsplash.jpg",0,230,4,0,1
