,PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,old_response,pair_acc,pair_rt,long_iti,simulation,version
0,,1,0,0,1,,,,,,1500,,,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,,,,,30,4
1,,1,0,0,2,,,,,,1000,,,Stimuli/Practice_stims/Memory/charl-durand-bsfXvI25iNg-unsplash.jpg,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,,,,,30,4
2,,1,0,0,3,,,,,,3000,,,Stimuli/Practice_stims/Memory/jimmy-dean-Yn0l7uwBrpw-unsplash.jpg,Stimuli/Practice_stims/Memory/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,,,,,30,4
3,,0,1,1,4,intact,1,,H,H,3800,,,,,,,,1,30,4
4,,0,1,1,5,intact,1,,A,A,1300,,,,,,,,0,30,4
5,,0,1,1,6,recombined,0,1,,L,1400,,,,,,,,0,30,4
6,,0,1,1,7,intact,1,,J,J,1100,,,,,,,,0,30,4
7,,0,1,1,8,intact,1,,D,D,2700,,,,,,,,0,30,4
8,,0,1,1,9,recombined,0,1,,F,2800,,,,,,,,1,30,4
9,,0,1,1,10,recombined,0,0,,H,1200,,,,,,,,0,30,4
10,,0,1,1,11,intact,1,,G,G,1100,,,,,,,,0,30,4
11,,0,1,1,12,intact,1,,I,I,1200,,,,,,,,0,30,4
12,,0,1,1,13,recombined,0,0,,C,1300,,,,,,,,0,30,4
13,,0,1,1,14,intact,1,,K,K,2000,,,,,,,,0,30,4
14,,0,1,1,15,recombined,0,1,,A,2400,,,,,,,,0,30,4
15,,0,1,1,16,intact,1,,B,B,1400,,,,,,,,0,30,4
16,,0,1,1,17,recombined,0,1,,J,1300,,,,,,,,0,30,4
17,,0,1,1,18,recombined,0,0,,I,1900,,,,,,,,0,30,4
18,,0,1,1,19,intact,1,,F,F,3800,,,,,,,,1,30,4
19,,0,1,1,20,recombined,0,0,,E,2100,,,,,,,,0,30,4
20,,0,1,1,21,intact,1,,L,L,1600,,,,,,,,0,30,4
21,,0,1,1,22,recombined,0,1,,K,2000,,,,,,,,0,30,4
22,,0,1,1,23,intact,1,,C,C,1200,,,,,,,,0,30,4
23,,0,1,1,24,recombined,0,0,,B,1300,,,,,,,,0,30,4
24,,0,1,1,25,intact,1,,E,E,1200,,,,,,,,0,30,4
25,,0,1,1,26,recombined,0,0,,G,1100,,,,,,,,0,30,4
26,,0,1,1,27,recombined,0,1,,D,1900,,,,,,,,0,30,4
27,,0,1,2,28,intact,1,,F,F,1700,,,,,,,,0,30,4
28,,0,1,2,29,recombined,0,0,,F,2100,,,,,,,,0,30,4
29,,0,1,2,30,recombined,0,0,,E,2000,,,,,,,,0,30,4
30,,0,1,2,31,intact,1,,D,D,3300,,,,,,,,1,30,4
31,,0,1,2,32,recombined,0,1,,D,2700,,,,,,,,0,30,4
32,,0,1,2,33,intact,1,,B,B,2700,,,,,,,,0,30,4
33,,0,1,2,34,recombined,0,0,,C,1600,,,,,,,,0,30,4
34,,0,1,2,35,recombined,0,1,,L,1000,,,,,,,,0,30,4
35,,0,1,2,36,intact,1,,I,I,1600,,,,,,,,0,30,4
36,,0,1,2,37,intact,1,,L,L,1300,,,,,,,,0,30,4
37,,0,1,2,38,recombined,0,0,,H,2400,,,,,,,,0,30,4
38,,0,1,2,39,intact,1,,C,C,1500,,,,,,,,0,30,4
39,,0,1,2,40,recombined,0,1,,K,1400,,,,,,,,0,30,4
40,,0,1,2,41,intact,1,,K,K,4800,,,,,,,,1,30,4
41,,0,1,2,42,recombined,0,1,,J,2600,,,,,,,,0,30,4
42,,0,1,2,43,recombined,0,0,,B,1900,,,,,,,,0,30,4
43,,0,1,2,44,intact,1,,A,A,1600,,,,,,,,0,30,4
44,,0,1,2,45,recombined,0,1,,G,1200,,,,,,,,0,30,4
45,,0,1,2,46,intact,1,,H,H,3100,,,,,,,,1,30,4
46,,0,1,2,47,recombined,0,1,,A,2500,,,,,,,,0,30,4
47,,0,1,2,48,intact,1,,J,J,1800,,,,,,,,0,30,4
48,,0,1,2,49,recombined,0,0,,I,1200,,,,,,,,0,30,4
49,,0,1,2,50,intact,1,,G,G,2200,,,,,,,,0,30,4
50,,0,1,2,51,intact,1,,E,E,4700,,,,,,,,1,30,4
51,,0,1,3,52,intact,1,,A,A,3500,,,,,,,,1,37,4
52,,0,1,3,53,recombined,0,0,,F,1500,,,,,,,,0,37,4
53,,0,1,3,54,intact,1,,E,E,1600,,,,,,,,0,37,4
54,,0,1,3,55,intact,1,,J,J,1800,,,,,,,,0,37,4
55,,0,1,3,56,recombined,0,0,,C,1100,,,,,,,,0,37,4
56,,0,1,3,57,recombined,0,1,,J,4300,,,,,,,,1,37,4
57,,0,1,3,58,intact,1,,H,H,1600,,,,,,,,0,37,4
58,,0,1,3,59,recombined,0,1,,I,1100,,,,,,,,0,37,4
59,,0,1,3,60,intact,1,,D,D,1400,,,,,,,,0,37,4
60,,0,1,3,61,intact,1,,G,G,2000,,,,,,,,0,37,4
61,,0,1,3,62,recombined,0,1,,D,1400,,,,,,,,0,37,4
62,,0,1,3,63,intact,1,,C,C,2900,,,,,,,,0,37,4
63,,0,1,3,64,recombined,0,0,,E,3500,,,,,,,,1,37,4
64,,0,1,3,65,intact,1,,I,I,1500,,,,,,,,0,37,4
65,,0,1,3,66,intact,1,,L,L,2900,,,,,,,,0,37,4
66,,0,1,3,67,recombined,0,1,,H,1400,,,,,,,,0,37,4
67,,0,1,3,68,intact,1,,K,K,1200,,,,,,,,0,37,4
68,,0,1,3,69,recombined,0,1,,B,1100,,,,,,,,0,37,4
69,,0,1,3,70,intact,1,,F,F,4700,,,,,,,,1,37,4
70,,0,1,3,71,recombined,0,0,,A,2300,,,,,,,,0,37,4
71,,0,1,3,72,recombined,0,1,,L,1700,,,,,,,,0,37,4
72,,0,1,3,73,intact,1,,B,B,1100,,,,,,,,0,37,4
73,,0,1,3,74,recombined,0,0,,G,2400,,,,,,,,0,37,4
74,,0,1,3,75,recombined,0,0,,K,1100,,,,,,,,0,37,4
75,,0,1,4,76,intact,1,,E,E,2100,,,,,,,,0,37,4
76,,0,1,4,77,intact,1,,G,G,1200,,,,,,,,0,37,4
77,,0,1,4,78,recombined,0,0,,I,1700,,,,,,,,0,37,4
78,,0,1,4,79,intact,1,,L,L,1500,,,,,,,,0,37,4
79,,0,1,4,80,recombined,0,1,,G,1400,,,,,,,,0,37,4
80,,0,1,4,81,recombined,0,1,,B,1300,,,,,,,,0,37,4
81,,0,1,4,82,intact,1,,A,A,3500,,,,,,,,1,37,4
82,,0,1,4,83,recombined,0,0,,A,1100,,,,,,,,0,37,4
83,,0,1,4,84,intact,1,,I,I,2800,,,,,,,,0,37,4
84,,0,1,4,85,intact,1,,H,H,1400,,,,,,,,0,37,4
85,,0,1,4,86,recombined,0,1,,H,2000,,,,,,,,0,37,4
86,,0,1,4,87,intact,1,,B,B,2200,,,,,,,,0,37,4
87,,0,1,4,88,intact,1,,C,C,3200,,,,,,,,1,37,4
88,,0,1,4,89,recombined,0,0,,K,2500,,,,,,,,0,37,4
89,,0,1,4,90,intact,1,,K,K,1400,,,,,,,,0,37,4
90,,0,1,4,91,recombined,0,1,,E,1300,,,,,,,,0,37,4
91,,0,1,4,92,recombined,0,1,,D,1300,,,,,,,,0,37,4
92,,0,1,4,93,intact,1,,J,J,4900,,,,,,,,1,37,4
93,,0,1,4,94,intact,1,,D,D,1700,,,,,,,,0,37,4
94,,0,1,4,95,recombined,0,0,,L,1600,,,,,,,,0,37,4
95,,0,1,4,96,recombined,0,0,,F,1700,,,,,,,,0,37,4
96,,0,1,4,97,intact,1,,F,F,1100,,,,,,,,0,37,4
97,,0,1,4,98,recombined,0,1,,J,1000,,,,,,,,0,37,4
98,,0,1,4,99,recombined,0,0,,C,3000,,,,,,,,1,37,4
